pert_iname_compound,gene,y_prob,classifier,formulation,features,gene_rank,gene_pct,compound_rank,compound_pct,gene_compound_global_rank,gene_compound_global_pct,gene_compound_local_pct,n_connected_genes_train,connected_genes_train,n_connected_compounds_train,connected_compounds_train,any_connected_train,which_connected_train
BQ-788,EDNRB,0.9932406186519992,cosine,gene,crispr_orf_max,1,0.03125,189,0.6176470588235294,3301,0.3371119281045752,0.3244485294117647,0,,0,,FALSE,neither
CC-401,MAPK8,0.992123484000689,cosine,gene,crispr_orf_max,20,0.625,90,0.29411764705882354,3585,0.36611519607843135,0.4595588235294118,0,,0,,FALSE,neither
CVT-10216,ALDH2,0.9811575408053674,cosine,gene,crispr_orf_max,2,0.0625,223,0.7287581699346405,5323,0.5436070261437909,0.39562908496732024,0,,0,,FALSE,neither
EI1,EZH2,0.9754576003622204,cosine,gene,crispr_orf_max,25,0.78125,203,0.6633986928104575,5576,0.5694444444444444,0.7223243464052287,0,,0,,FALSE,neither
FK-866,NAMPT,0.9863619997746932,cosine,gene,crispr_orf_max,8,0.25,210,0.6862745098039216,4714,0.48141339869281047,0.4681372549019608,0,,0,,FALSE,neither
FPS-ZM1,AGER,0.99800627697318,cosine,gene,crispr_orf_max,3,0.09375,70,0.22875816993464052,638,0.06515522875816994,0.16125408496732024,0,,0,,FALSE,neither
GNF-5,ABL1,0.6998299184362273,cosine,gene,crispr_orf_max,29,0.90625,285,0.931372549019608,8520,0.8700980392156863,0.918811274509804,0,,0,,FALSE,neither
IRL-2500,EDNRB,0.9909675637692646,cosine,gene,crispr_orf_max,4,0.125,203,0.6633986928104575,3863,0.3945057189542483,0.39419934640522875,0,,0,,FALSE,neither
KG-5,FLT3,0.48460564232481673,cosine,gene,crispr_orf_max,5,0.15625,290,0.9477124183006536,9236,0.943218954248366,0.5519812091503268,1,BRAF,0,,TRUE,gene
LDN-212854,ABL1,0.7498499016655952,cosine,gene,crispr_orf_max,25,0.78125,284,0.9281045751633988,8418,0.8596813725490197,0.8546772875816994,0,,0,,FALSE,neither
MCOPPB,OPRL1,0.5779761228367365,cosine,gene,crispr_orf_max,30,0.9375,285,0.931372549019608,8899,0.9088031045751634,0.934436274509804,0,,0,,FALSE,neither
N-alpha-Methylhistamine-dihydrochloride,HRH4,0.9954993727586032,cosine,gene,crispr_orf_max,11,0.34375,139,0.4542483660130719,2422,0.24734477124183007,0.3989991830065359,0,,0,,FALSE,neither
NQDI-1,CASP3,0.997490908453178,cosine,gene,crispr_orf_max,9,0.28125,30,0.09803921568627452,1054,0.1076388888888889,0.18964460784313725,0,,0,,FALSE,neither
NS-309,KCNN4,0.7511823594348214,cosine,gene,crispr_orf_max,29,0.90625,230,0.7516339869281046,8407,0.8585580065359477,0.8289419934640523,1,KCNN1,0,,TRUE,gene
NSC-625987,CDK4,0.966904429145966,cosine,gene,crispr_orf_max,13,0.40625,222,0.7254901960784313,5847,0.5971200980392157,0.5658700980392157,1,CDK2,0,,TRUE,gene
PD-98059,MAPK8,0.990934840050994,cosine,gene,crispr_orf_max,20,0.625,133,0.434640522875817,3872,0.3954248366013072,0.5298202614379085,4,AKT1|BRAF|LCK|MAPK14,0,,TRUE,gene
PETCM,CASP3,0.9972869831406644,cosine,gene,crispr_orf_max,13,0.40625,53,0.17320261437908496,1232,0.12581699346405228,0.2897263071895425,0,,0,,FALSE,neither
PF-04217903,MET,0.9844748233607435,cosine,gene,crispr_orf_max,22,0.6875,168,0.5490196078431373,5025,0.5131740196078431,0.6182598039215687,0,,0,,FALSE,neither
PHA-793887,CDK4,0.976652274266156,cosine,gene,crispr_orf_max,24,0.75,208,0.6797385620915033,5540,0.5657679738562091,0.7148692810457516,3,CDK2|CDK7|CDK9,0,,TRUE,gene
PP-121,ABL1,0.5486410599445632,cosine,gene,crispr_orf_max,1,0.03125,291,0.9509803921568628,9155,0.9349468954248366,0.49111519607843135,1,KDR,0,,TRUE,gene
PP-2,ABL1,0.9322440321596566,cosine,gene,crispr_orf_max,24,0.75,15,0.04901960784313725,6419,0.6555351307189542,0.39950980392156865,2,LCK|LYN,0,,TRUE,gene
RGB-286638,CDK4,0.9403291953290608,cosine,gene,crispr_orf_max,25,0.78125,246,0.803921568627451,6304,0.6437908496732027,0.7925857843137255,3,CDK2|CDK7|CDK9,0,,TRUE,gene
RGB-286638,FLT3,0.9595504977089933,cosine,gene,crispr_orf_max,11,0.34375,246,0.803921568627451,6064,0.619281045751634,0.5738357843137255,3,CDK2|CDK7|CDK9,0,,TRUE,gene
SB-202190,MAPK8,0.99101309741081,cosine,gene,crispr_orf_max,21,0.65625,132,0.43137254901960786,3852,0.39338235294117646,0.5438112745098039,3,AKT1|LCK|MAPK14,0,,TRUE,gene
SB-203580,MAPK8,0.9779978716978348,cosine,gene,crispr_orf_max,21,0.65625,215,0.7026143790849673,5492,0.5608660130718954,0.6794321895424836,5,AKT1|CYP3A4|LCK|MAPK14|TNF,0,,TRUE,gene
SGX523,MET,0.9874967520123412,cosine,gene,crispr_orf_max,23,0.71875,44,0.1437908496732026,4453,0.45475898692810457,0.4312704248366013,0,,0,,FALSE,neither
SU3327,MAPK8,0.800055747878611,cosine,gene,crispr_orf_max,22,0.6875,280,0.915032679738562,7787,0.7952410130718954,0.801266339869281,0,,0,,FALSE,neither
TC-S-7004,DYRK1B,0.97170418632144,cosine,gene,crispr_orf_max,19,0.59375,221,0.7222222222222222,5672,0.579248366013072,0.6579861111111112,0,,0,,FALSE,neither
TFC-007,HPGDS,0.9979438896785552,cosine,gene,crispr_orf_max,8,0.25,48,0.1568627450980392,685,0.06995506535947713,0.2034313725490196,0,,0,,FALSE,neither
TG-003,DYRK1B,0.9903281107393236,cosine,gene,crispr_orf_max,20,0.625,110,0.35947712418300654,3969,0.4053308823529412,0.4922385620915033,1,CLK1,0,,TRUE,gene
TG-02,FLT3,0.9680935160074544,cosine,gene,crispr_orf_max,9,0.28125,237,0.7745098039215687,5800,0.5923202614379085,0.5278799019607843,3,CDK2|CDK7|CDK9,0,,TRUE,gene
UNC1999,EZH2,0.7896127973499136,cosine,gene,crispr_orf_max,24,0.75,280,0.915032679738562,7839,0.8005514705882353,0.832516339869281,0,,0,,FALSE,neither
UNC2025,FLT3,0.9730794650763196,cosine,gene,crispr_orf_max,6,0.1875,228,0.7450980392156863,5638,0.5757761437908496,0.46629901960784315,0,,0,,FALSE,neither
YC-1,GUCY1B1,0.9963664009754782,cosine,gene,crispr_orf_max,9,0.28125,113,0.369281045751634,1963,0.20046977124183007,0.325265522875817,1,HIF1A,0,,TRUE,gene
afimoxifene,PLD1,0.9961971436602748,cosine,gene,crispr_orf_max,16,0.5,72,0.2352941176470588,2072,0.21160130718954248,0.36764705882352944,1,PRKCE,0,,TRUE,gene
alda-1,ALDH2,0.9157549036968538,cosine,gene,crispr_orf_max,6,0.1875,264,0.8627450980392157,6956,0.7103758169934641,0.5251225490196079,0,,0,,FALSE,neither
alrestatin,AKR1B1,0.9886101736842668,cosine,gene,crispr_orf_max,3,0.09375,211,0.6895424836601307,4260,0.43504901960784315,0.39164624183006536,0,,0,,FALSE,neither
amiloride,SCNN1G,0.5980304564551454,cosine,gene,crispr_orf_max,31,0.96875,227,0.7418300653594772,8859,0.904718137254902,0.8552900326797386,0,,0,,FALSE,neither
arcyriaflavin-a,CDK4,0.3931645235583306,cosine,gene,crispr_orf_max,19,0.59375,297,0.9705882352941176,9399,0.9598651960784312,0.7821691176470589,1,CCND1,0,,TRUE,gene
aripiprazole,HTR3A,0.994773841915534,cosine,gene,crispr_orf_max,4,0.125,174,0.5686274509803921,2764,0.28227124183006536,0.34681372549019607,2,ADRA2B|HTR2C,0,,TRUE,gene
azeliragon,AGER,0.9829980670373484,cosine,gene,crispr_orf_max,14,0.4375,219,0.7156862745098039,5207,0.5317606209150327,0.576593137254902,0,,0,,FALSE,neither
benzamil,SCNN1G,0.5886750922906151,cosine,gene,crispr_orf_max,31,0.96875,237,0.7745098039215687,8877,0.9065563725490196,0.8716299019607843,0,,0,,FALSE,neither
bepridil,TNNC1,0.9980027362794904,cosine,gene,crispr_orf_max,5,0.15625,57,0.18627450980392157,642,0.06556372549019608,0.1712622549019608,0,,0,,FALSE,neither
brinzolamide,CA5A,0.9188311646726796,cosine,gene,crispr_orf_max,27,0.84375,78,0.2549019607843137,6833,0.6978145424836601,0.5493259803921569,0,,0,,FALSE,neither
cediranib,FLT3,0.9920331760320682,cosine,gene,crispr_orf_max,5,0.15625,187,0.6111111111111112,3603,0.36795343137254904,0.3836805555555556,2,CSF1R|KDR,0,,TRUE,gene
ceritinib,FLT3,0.9962243440762688,cosine,gene,crispr_orf_max,14,0.4375,103,0.3366013071895425,2056,0.2099673202614379,0.38705065359477125,1,IGF1R,0,,TRUE,gene
citric-acid,AKR1B1,0.998187179356743,cosine,gene,crispr_orf_max,1,0.03125,85,0.2777777777777778,509,0.0519812091503268,0.1545138888888889,0,,0,,FALSE,neither
desonide,PLA2G1B,0.9874726720587932,cosine,gene,crispr_orf_max,18,0.5625,209,0.6830065359477124,4461,0.45557598039215685,0.6227532679738562,0,,0,,FALSE,neither
diltiazem,HTR3A,0.9987572332721804,cosine,gene,crispr_orf_max,4,0.125,3,0.00980392156862745,144,0.01470588235294117,0.06740196078431372,1,CACNG1,0,,TRUE,gene
efaproxiral,HBB,0.9940741024211224,cosine,gene,crispr_orf_max,18,0.5625,97,0.31699346405228757,3035,0.3099468954248366,0.4397467320261438,0,,0,,FALSE,neither
enflurane,KCNN4,0.777225112792427,cosine,gene,crispr_orf_max,29,0.90625,68,0.2222222222222222,8069,0.8240400326797386,0.5642361111111112,1,GABRB2,0,,TRUE,gene
epoprostenol,PTGIS,0.9955509358269538,cosine,gene,crispr_orf_max,17,0.53125,58,0.1895424836601307,2401,0.2452001633986928,0.36039624183006536,2,P2RY12|PTGIR,0,,TRUE,gene
ethoxzolamide,CA5A,0.9167894979748376,cosine,gene,crispr_orf_max,27,0.84375,140,0.45751633986928103,6921,0.7068014705882353,0.6506331699346405,0,,0,,FALSE,neither
felodipine,TNNC1,0.9957786220430248,cosine,gene,crispr_orf_max,7,0.21875,156,0.5098039215686274,2295,0.234375,0.3642769607843137,0,,0,,FALSE,neither
flindokalner,KCNN4,0.7722913026208857,cosine,gene,crispr_orf_max,29,0.90625,154,0.5032679738562091,8242,0.8417075163398693,0.7047589869281046,2,KCNMA1|KCNQ2,0,,TRUE,gene
fludarabine,ADA,0.7120289517056857,cosine,gene,crispr_orf_max,15,0.46875,286,0.934640522875817,8499,0.867953431372549,0.7016952614379085,0,,0,,FALSE,neither
gabapentin-enacarbil,CACNB4,0.8824722018823966,cosine,gene,crispr_orf_max,28,0.875,6,0.0196078431372549,7242,0.7395833333333334,0.4473039215686274,2,CACNA2D3|CACNG1,0,,TRUE,gene
glyburide,SLCO2B1,0.5727100575697893,cosine,gene,crispr_orf_max,32,1,46,0.1503267973856209,8939,0.9128880718954248,0.5751633986928104,1,KCNJ1,0,,TRUE,gene
guanidine,ALDH2,0.9980532354590628,cosine,gene,crispr_orf_max,4,0.125,85,0.2777777777777778,600,0.06127450980392156,0.2013888888888889,0,,0,,FALSE,neither
halopemide,PLD1,0.9901623616629088,cosine,gene,crispr_orf_max,9,0.28125,191,0.6241830065359477,4007,0.40921160130718953,0.45271650326797386,0,,0,,FALSE,neither
miconazole,KCNN4,0.7828531887620811,cosine,gene,crispr_orf_max,30,0.9375,6,0.0196078431372549,7926,0.8094362745098039,0.4785539215686274,3,KCNH7|KCNMA1|KCNN1,0,,TRUE,gene
minocycline,CASP3,0.995408351325324,cosine,gene,crispr_orf_max,12,0.375,143,0.4673202614379085,2471,0.2523488562091503,0.42116013071895425,2,IL1B|VEGFA,0,,TRUE,gene
nicotine,TBXAS1,0.9981332071596674,cosine,gene,crispr_orf_max,9,0.28125,16,0.05228758169934641,558,0.05698529411764706,0.1667687908496732,0,,0,,FALSE,neither
niflumic-acid,PLA2G1B,0.9975033521311653,cosine,gene,crispr_orf_max,14,0.4375,8,0.0261437908496732,1048,0.10702614379084968,0.2318218954248366,0,,0,,FALSE,neither
niflumic-acid,UGT1A9,0.9875788004946634,cosine,gene,crispr_orf_max,23,0.71875,65,0.21241830065359477,4428,0.4522058823529412,0.4655841503267974,0,,0,,FALSE,neither
nimodipine,CACNB4,0.8638920905527023,cosine,gene,crispr_orf_max,28,0.875,137,0.4477124183006536,7513,0.7672589869281046,0.6613562091503268,0,,0,,FALSE,neither
olanzapine,HRH4,0.9969987233044192,cosine,gene,crispr_orf_max,13,0.40625,49,0.16013071895424835,1502,0.153390522875817,0.2831903594771242,3,ADRA2B|GABRB2|HTR2C,0,,TRUE,gene
olanzapine,HTR3A,0.9983259371666678,cosine,gene,crispr_orf_max,6,0.1875,45,0.14705882352941177,416,0.04248366013071895,0.1672794117647059,3,ADRA2B|GABRB2|HTR2C,0,,TRUE,gene
ozagrel,TBXAS1,0.9708737085397552,cosine,gene,crispr_orf_max,2,0.0625,231,0.7549019607843137,5703,0.5824142156862745,0.40870098039215685,0,,0,,FALSE,neither
pentostatin,ADA,0.9971737152153264,cosine,gene,crispr_orf_max,1,0.03125,118,0.38562091503267976,1343,0.1371527777777778,0.20843545751633988,0,,0,,FALSE,neither
phenolphthalein,UGT1A9,0.9872270961711488,cosine,gene,crispr_orf_max,24,0.75,84,0.27450980392156865,4522,0.4618055555555556,0.5122549019607843,0,,0,,FALSE,neither
phenylbutazone,PTGIS,0.9955200797461026,cosine,gene,crispr_orf_max,17,0.53125,63,0.2058823529411765,2415,0.24662990196078433,0.3685661764705882,0,,0,,FALSE,neither
picrotin,GLRA3,0.993745609943889,cosine,gene,crispr_orf_max,19,0.59375,71,0.23202614379084968,3154,0.3220996732026144,0.41288807189542487,0,,0,,FALSE,neither
picrotoxinin,GLRA3,0.9936056563026212,cosine,gene,crispr_orf_max,19,0.59375,83,0.27124183006535946,3202,0.3270016339869281,0.4324959150326797,0,,0,,FALSE,neither
picrotoxinin,HTR3A,0.998501431380522,cosine,gene,crispr_orf_max,4,0.125,24,0.0784313725490196,302,0.03084150326797385,0.1017156862745098,0,,0,,FALSE,neither
ponatinib,ABL1,0.33167972852068384,cosine,gene,crispr_orf_max,1,0.03125,300,0.9803921568627452,9510,0.9712009803921569,0.5058210784313726,4,KDR|LCK|LYN|RET,0,,TRUE,gene
ponatinib,FLT3,0.30969281883067257,cosine,gene,crispr_orf_max,2,0.0625,299,0.977124183006536,9523,0.972528594771242,0.519812091503268,4,KDR|LCK|LYN|RET,0,,TRUE,gene
procaine,HTR3A,0.9984425549769836,cosine,gene,crispr_orf_max,5,0.15625,30,0.09803921568627452,348,0.03553921568627451,0.12714460784313725,2,KCNMA1|KCNN1,0,,TRUE,gene
procaine,KCNN4,0.7800554237727071,cosine,gene,crispr_orf_max,30,0.9375,22,0.0718954248366013,7981,0.8150531045751634,0.5046977124183006,2,KCNMA1|KCNN1,0,,TRUE,gene
purvalanol-a,CDK4,0.978662864713132,cosine,gene,crispr_orf_max,25,0.78125,202,0.6601307189542484,5466,0.5582107843137255,0.7206903594771241,1,CDK2,0,,TRUE,gene
quinine,KCNN4,0.7759025386996612,cosine,gene,crispr_orf_max,30,0.9375,99,0.3235294117647059,8132,0.8304738562091504,0.6305147058823529,0,,0,,FALSE,neither
regorafenib,ABL1,0.9281785110508908,cosine,gene,crispr_orf_max,26,0.8125,60,0.19607843137254904,6522,0.6660539215686274,0.5042892156862745,3,BRAF|KDR|RET,0,,TRUE,gene
rifamycin,SLCO2B1,0.5661807191976582,cosine,gene,crispr_orf_max,32,1,94,0.30718954248366015,8994,0.9185049019607844,0.6535947712418301,0,,0,,FALSE,neither
riociguat,GUCY1B1,0.9971662892522012,cosine,gene,crispr_orf_max,9,0.28125,79,0.2581699346405229,1351,0.13796977124183007,0.2697099673202614,0,,0,,FALSE,neither
ryuvidine,CDK4,0.9340630345512682,cosine,gene,crispr_orf_max,25,0.78125,251,0.8202614379084967,6382,0.6517565359477124,0.8007557189542484,1,CDK2,0,,TRUE,gene
sorbinil,AKR1B1,0.997678944656692,cosine,gene,crispr_orf_max,1,0.03125,110,0.35947712418300654,903,0.09221813725490197,0.19536356209150327,0,,0,,FALSE,neither
sulfasalazine,PLA2G1B,0.9973809662997905,cosine,gene,crispr_orf_max,15,0.46875,17,0.05555555555555555,1150,0.11744281045751634,0.2621527777777778,1,SLC7A11,0,,TRUE,gene
sulfasalazine,TBXAS1,0.9979342193020944,cosine,gene,crispr_orf_max,9,0.28125,39,0.12745098039215683,694,0.07087418300653595,0.20435049019607843,1,SLC7A11,0,,TRUE,gene
tranilast,HPGDS,0.9978548058175388,cosine,gene,crispr_orf_max,2,0.0625,59,0.19281045751633988,747,0.07628676470588236,0.12765522875816993,0,,0,,FALSE,neither
triamterene,SCNN1G,0.6138090164165455,cosine,gene,crispr_orf_max,31,0.96875,48,0.1568627450980392,8665,0.884906045751634,0.5628063725490196,0,,0,,FALSE,neither
1-EBIO,KCNN4,0.0050497823,transformer,gene,crispr_orf_max,15,0.46875,50,0.16339869281045752,1712,0.17483660130718953,0.31607434640522875,1,KCNN1,0,,TRUE,gene
"2,5-furandimethanol",HBB,0.004608327,transformer,gene,crispr_orf_max,4,0.125,214,0.6993464052287581,6454,0.659109477124183,0.41217320261437906,0,,0,,FALSE,neither
4-methylhistamine,HRH4,0.0048886184,transformer,gene,crispr_orf_max,29,0.90625,104,0.33986928104575165,2491,0.25439133986928103,0.6230596405228759,0,,0,,FALSE,neither
A-987306,HTR3A,0.008207842,transformer,gene,crispr_orf_max,3,0.09375,15,0.04901960784313725,638,0.06515522875816994,0.07138480392156862,2,AVPR1A|CCR1,0,,TRUE,gene
AC-710,FLT3,0.004656081,transformer,gene,crispr_orf_max,24,0.75,183,0.5980392156862745,5761,0.5883374183006536,0.6740196078431373,1,CSF1R,0,,TRUE,gene
AZ191,DYRK1B,0.0045853853,transformer,gene,crispr_orf_max,26,0.8125,247,0.8071895424836601,6791,0.6935253267973857,0.8098447712418301,0,,0,,FALSE,neither
BAN-ORL-24,OPRL1,0.0044070273,transformer,gene,crispr_orf_max,18,0.5625,267,0.8725490196078431,8205,0.8379289215686274,0.7175245098039216,0,,0,,FALSE,neither
BMS-536924,MET,0.004298031,transformer,gene,crispr_orf_max,26,0.8125,305,0.9967320261437908,9148,0.9342320261437908,0.9046160130718954,7,AKT1|CDK2|CYP3A4|ERBB2|IGF1R|KDR|LCK,0,,TRUE,gene
BQ-788,EDNRB,0.0045365784,transformer,gene,crispr_orf_max,21,0.65625,237,0.7745098039215687,7361,0.7517361111111112,0.7153799019607843,0,,0,,FALSE,neither
CC-401,MAPK8,0.0032696277,transformer,gene,crispr_orf_max,31,0.96875,238,0.7777777777777778,9491,0.9692606209150328,0.8732638888888888,0,,0,,FALSE,neither
CVT-10216,ALDH2,0.0048001115,transformer,gene,crispr_orf_max,10,0.3125,97,0.31699346405228757,3118,0.31842320261437906,0.3147467320261438,0,,0,,FALSE,neither
EI1,EZH2,0.0048046685,transformer,gene,crispr_orf_max,16,0.5,91,0.2973856209150327,3040,0.3104575163398693,0.3986928104575164,0,,0,,FALSE,neither
FK-866,NAMPT,0.0046089226,transformer,gene,crispr_orf_max,19,0.59375,209,0.6830065359477124,6447,0.6583946078431373,0.6383782679738562,0,,0,,FALSE,neither
FPS-ZM1,AGER,0.004519756,transformer,gene,crispr_orf_max,30,0.9375,266,0.869281045751634,7492,0.7651143790849673,0.903390522875817,0,,0,,FALSE,neither
GNF-5,ABL1,0.0046043093,transformer,gene,crispr_orf_max,22,0.6875,207,0.6764705882352942,6490,0.6627859477124183,0.6819852941176471,0,,0,,FALSE,neither
IRL-2500,EDNRB,0.0051443465,transformer,gene,crispr_orf_max,21,0.65625,42,0.13725490196078433,1466,0.1497140522875817,0.39675245098039214,0,,0,,FALSE,neither
KG-5,FLT3,0.0043156017,transformer,gene,crispr_orf_max,30,0.9375,278,0.9084967320261438,8793,0.8979779411764706,0.9229983660130718,1,BRAF,0,,TRUE,gene
LDN-212854,ABL1,0.0046798214,transformer,gene,crispr_orf_max,22,0.6875,168,0.5490196078431373,5448,0.5563725490196079,0.6182598039215687,0,,0,,FALSE,neither
MCOPPB,OPRL1,0.0046363585,transformer,gene,crispr_orf_max,12,0.375,196,0.6405228758169934,6052,0.6180555555555556,0.5077614379084967,0,,0,,FALSE,neither
N-alpha-Methylhistamine-dihydrochloride,HRH4,0.004375397,transformer,gene,crispr_orf_max,29,0.90625,298,0.9738562091503268,8325,0.8501838235294118,0.9400531045751634,0,,0,,FALSE,neither
NQDI-1,CASP3,0.0046840855,transformer,gene,crispr_orf_max,14,0.4375,177,0.5784313725490197,5380,0.5494281045751634,0.5079656862745099,0,,0,,FALSE,neither
NS-309,KCNN4,0.0053818976,transformer,gene,crispr_orf_max,15,0.46875,30,0.09803921568627452,1123,0.11468545751633986,0.28339460784313725,1,KCNN1,0,,TRUE,gene
NSC-625987,CDK4,0.0049389843,transformer,gene,crispr_orf_max,5,0.15625,66,0.21568627450980393,2167,0.2213031045751634,0.18596813725490197,1,CDK2,0,,TRUE,gene
PD-98059,MAPK8,0.059000198,transformer,gene,crispr_orf_max,2,0.0625,24,0.0784313725490196,132,0.01348039215686274,0.0704656862745098,4,AKT1|BRAF|LCK|MAPK14,0,,TRUE,gene
PETCM,CASP3,0.004495389,transformer,gene,crispr_orf_max,14,0.4375,249,0.8137254901960784,7667,0.7829861111111112,0.6256127450980392,0,,0,,FALSE,neither
PF-04217903,MET,0.0047450443,transformer,gene,crispr_orf_max,20,0.625,130,0.42483660130718953,4148,0.4236111111111111,0.5249183006535948,0,,0,,FALSE,neither
PHA-793887,CDK4,0.0043168757,transformer,gene,crispr_orf_max,11,0.34375,296,0.9673202614379084,8768,0.8954248366013072,0.6555351307189543,3,CDK2|CDK7|CDK9,0,,TRUE,gene
PP-121,ABL1,0.004309515,transformer,gene,crispr_orf_max,28,0.875,282,0.9215686274509804,8935,0.9124795751633988,0.8982843137254901,1,KDR,0,,TRUE,gene
PP-2,ABL1,0.004300491,transformer,gene,crispr_orf_max,28,0.875,289,0.9444444444444444,9123,0.9316789215686274,0.9097222222222222,2,LCK|LYN,0,,TRUE,gene
RGB-286638,CDK4,0.0043194266,transformer,gene,crispr_orf_max,11,0.34375,291,0.9509803921568628,8716,0.8901143790849673,0.6473651960784313,3,CDK2|CDK7|CDK9,0,,TRUE,gene
RGB-286638,FLT3,0.0042980923,transformer,gene,crispr_orf_max,30,0.9375,291,0.9509803921568628,9147,0.9341299019607844,0.9442401960784312,3,CDK2|CDK7|CDK9,0,,TRUE,gene
SB-202190,MAPK8,0.061435316,transformer,gene,crispr_orf_max,2,0.0625,21,0.06862745098039216,112,0.01143790849673202,0.06556372549019608,3,AKT1|LCK|MAPK14,0,,TRUE,gene
SB-203580,MAPK8,0.07137786,transformer,gene,crispr_orf_max,5,0.15625,1,0.00326797385620915,6,6.127450980392157e-4,0.07975898692810457,5,AKT1|CYP3A4|LCK|MAPK14|TNF,0,,TRUE,gene
SGX523,MET,0.0048003383,transformer,gene,crispr_orf_max,20,0.625,92,0.3006535947712418,3113,0.3179125816993464,0.46282679738562094,0,,0,,FALSE,neither
SU3327,MAPK8,0.0035760708,transformer,gene,crispr_orf_max,31,0.96875,50,0.16339869281045752,9273,0.946997549019608,0.5660743464052288,0,,0,,FALSE,neither
TC-S-7004,DYRK1B,0.0045587663,transformer,gene,crispr_orf_max,26,0.8125,264,0.8627450980392157,7176,0.7328431372549019,0.8376225490196079,0,,0,,FALSE,neither
TFC-007,HPGDS,0.0049892706,transformer,gene,crispr_orf_max,1,0.03125,61,0.19934640522875816,1957,0.1998570261437909,0.11529820261437908,0,,0,,FALSE,neither
TG-003,DYRK1B,0.005062468,transformer,gene,crispr_orf_max,26,0.8125,78,0.2549019607843137,1605,0.1639093137254902,0.5337009803921569,1,CLK1,0,,TRUE,gene
TG-02,FLT3,0.0043076393,transformer,gene,crispr_orf_max,30,0.9375,284,0.9281045751633988,8989,0.9179942810457516,0.9328022875816994,3,CDK2|CDK7|CDK9,0,,TRUE,gene
UNC1999,EZH2,0.0046270336,transformer,gene,crispr_orf_max,16,0.5,201,0.6568627450980392,6213,0.6344975490196079,0.5784313725490196,0,,0,,FALSE,neither
UNC2025,FLT3,0.004313499,transformer,gene,crispr_orf_max,30,0.9375,279,0.9117647058823528,8837,0.902471405228758,0.9246323529411764,0,,0,,FALSE,neither
YC-1,GUCY1B1,0.0046506003,transformer,gene,crispr_orf_max,23,0.71875,184,0.6013071895424836,5836,0.5959967320261438,0.6600285947712419,1,HIF1A,0,,TRUE,gene
afimoxifene,PLD1,0.0047411537,transformer,gene,crispr_orf_max,27,0.84375,125,0.4084967320261438,4216,0.4305555555555556,0.6261233660130718,1,PRKCE,0,,TRUE,gene
alda-1,ALDH2,0.004618756,transformer,gene,crispr_orf_max,10,0.3125,205,0.6699346405228758,6327,0.6461397058823529,0.4912173202614379,0,,0,,FALSE,neither
